num_vertices,avg_degree_k,algorithm,execution_time,edge_estimate,graph
500000,2,sssp_duan_et_al,0.7074175209272653,1000000,n500000k2.00i4
500000,1.5,dijkstra,0.5466794279636815,750000.0,n500000k1.50i0
500000,1.5,sssp_duan_et_al,0.5895500789629295,750000.0,n500000k1.50i0
500000,1.5,dijkstra,0.5456107479985803,750000.0,n500000k1.50i1
500000,1.5,sssp_duan_et_al,0.637578469933942,750000.0,n500000k1.50i1
500000,1.5,dijkstra,0.5407941850135103,750000.0,n500000k1.50i2
500000,1.5,sssp_duan_et_al,0.5949363959953189,750000.0,n500000k1.50i2
500000,1.5,dijkstra,0.6094429850345477,750000.0,n500000k1.50i3
500000,1.5,sssp_duan_et_al,0.5501799150370061,750000.0,n500000k1.50i3
500000,1.5,dijkstra,0.5331790449563414,750000.0,n500000k1.50i4
500000,1.5,sssp_duan_et_al,0.6218567589530721,750000.0,n500000k1.50i4
500000,1,dijkstra,0.1012457920005545,500000,n500000k1.00i0
500000,1,sssp_duan_et_al,0.005037126014940441,500000,n500000k1.00i0
500000,1,dijkstra,0.09335054398979992,500000,n500000k1.00i1
500000,1,sssp_duan_et_al,0.0021179369650781155,500000,n500000k1.00i1
500000,1,dijkstra,0.09424885699991137,500000,n500000k1.00i2
500000,1,sssp_duan_et_al,0.003391672973521054,500000,n500000k1.00i2
500000,1,dijkstra,0.09206729207653552,500000,n500000k1.00i3
500000,1,sssp_duan_et_al,0.0021752379834651947,500000,n500000k1.00i3
500000,1,dijkstra,0.09538294305093586,500000,n500000k1.00i4
500000,1,sssp_duan_et_al,0.003513921983540058,500000,n500000k1.00i4
500000,0.9,dijkstra,0.08814220502972603,450000.0,n500000k0.90i0
500000,0.9,sssp_duan_et_al,0.0032345439540222287,450000.0,n500000k0.90i0
500000,0.9,dijkstra,0.08329409500584006,450000.0,n500000k0.90i1
500000,0.9,sssp_duan_et_al,0.0018306949641555548,450000.0,n500000k0.90i1
500000,0.9,dijkstra,0.08933038997929543,450000.0,n500000k0.90i2
500000,0.9,sssp_duan_et_al,0.004352805088274181,450000.0,n500000k0.90i2
500000,0.9,dijkstra,0.08351824793498963,450000.0,n500000k0.90i3
500000,0.9,sssp_duan_et_al,0.001949544996023178,450000.0,n500000k0.90i3
500000,0.9,dijkstra,0.09007211693096906,450000.0,n500000k0.90i4
500000,0.9,sssp_duan_et_al,0.0034292229684069753,450000.0,n500000k0.90i4
500000,0.8,dijkstra,0.07820500596426427,400000.0,n500000k0.80i0
500000,0.8,sssp_duan_et_al,0.0029018259374424815,400000.0,n500000k0.80i0
500000,0.8,dijkstra,0.07727059803437442,400000.0,n500000k0.80i1
500000,0.8,sssp_duan_et_al,0.0016628230223432183,400000.0,n500000k0.80i1
500000,0.8,dijkstra,0.07961796596646309,400000.0,n500000k0.80i2
500000,0.8,sssp_duan_et_al,0.0030862080166116357,400000.0,n500000k0.80i2
500000,0.8,dijkstra,0.07744830998126417,400000.0,n500000k0.80i3
500000,0.8,sssp_duan_et_al,0.0017317439196631312,400000.0,n500000k0.80i3
500000,0.8,dijkstra,0.08198332507163286,400000.0,n500000k0.80i4
500000,0.8,sssp_duan_et_al,0.0032383709913119674,400000.0,n500000k0.80i4
500000,0.7,dijkstra,0.07267276605125517,350000.0,n500000k0.70i0
500000,0.7,sssp_duan_et_al,0.0027260170318186283,350000.0,n500000k0.70i0
500000,0.7,dijkstra,0.06959106598515064,350000.0,n500000k0.70i1
500000,0.7,sssp_duan_et_al,0.001504488056525588,350000.0,n500000k0.70i1
500000,0.7,dijkstra,0.07454656902700663,350000.0,n500000k0.70i2
500000,0.7,sssp_duan_et_al,0.002973934984765947,350000.0,n500000k0.70i2
500000,0.7,dijkstra,0.0693013418931514,350000.0,n500000k0.70i3
500000,0.7,sssp_duan_et_al,0.001688153948634863,350000.0,n500000k0.70i3
500000,0.7,dijkstra,0.07576162903569639,350000.0,n500000k0.70i4
500000,0.7,sssp_duan_et_al,0.0031030550599098206,350000.0,n500000k0.70i4
500000,0.6,dijkstra,0.06406357698142529,300000.0,n500000k0.60i0
500000,0.6,sssp_duan_et_al,0.0026432699523866177,300000.0,n500000k0.60i0
500000,0.6,dijkstra,0.0634848428890109,300000.0,n500000k0.60i1
500000,0.6,sssp_duan_et_al,0.0014794999733567238,300000.0,n500000k0.60i1
500000,0.6,dijkstra,0.059598175110295415,300000.0,n500000k0.60i2
500000,0.6,sssp_duan_et_al,0.0013190261088311672,300000.0,n500000k0.60i2
500000,0.6,dijkstra,0.05380651098676026,300000.0,n500000k0.60i3
500000,0.6,sssp_duan_et_al,0.0012667879927903414,300000.0,n500000k0.60i3
500000,0.6,dijkstra,0.059896621154621243,300000.0,n500000k0.60i4
500000,0.6,sssp_duan_et_al,0.0012856030371040106,300000.0,n500000k0.60i4
500000,0.5,dijkstra,0.04798255511559546,250000.0,n500000k0.50i0
500000,0.5,sssp_duan_et_al,0.0010197339579463005,250000.0,n500000k0.50i0
500000,0.5,dijkstra,0.045311992056667805,250000.0,n500000k0.50i1
500000,0.5,sssp_duan_et_al,0.0010693420190364122,250000.0,n500000k0.50i1
500000,0.5,dijkstra,0.04672940820455551,250000.0,n500000k0.50i2
500000,0.5,sssp_duan_et_al,0.0010475500021129847,250000.0,n500000k0.50i2
500000,0.5,dijkstra,0.04527596081607044,250000.0,n500000k0.50i3
500000,0.5,sssp_duan_et_al,0.0010052109137177467,250000.0,n500000k0.50i3
500000,0.5,dijkstra,0.05432063201442361,250000.0,n500000k0.50i4
500000,0.5,sssp_duan_et_al,0.0011714498978108168,250000.0,n500000k0.50i4
