num_vertices,avg_degree_k,algorithm,execution_time,edge_estimate,graph,fully_reachable,explored_percentage
10000,5,dijkstra,0.13669412,50000,n10000k5.00i0,False,403.01
10000,5,dijkstra,0.13826455999999998,50000,n10000k5.00i0,False,403.01
10000,5,dijkstra,0.13938324000000002,50000,n10000k5.00i0,False,403.01
10000,5,dijkstra,0.13365968000000006,50000,n10000k5.00i0,False,403.01
10000,5,dijkstra,0.14014356000000006,50000,n10000k5.00i0,False,403.01
10000,5,sssp_duan_et_al,1.85240004,50000,n10000k5.00i0,False,403.01
10000,5,sssp_duan_et_al,1.8440148399999994,50000,n10000k5.00i0,False,403.01
10000,5,sssp_duan_et_al,1.8592211600000006,50000,n10000k5.00i0,False,403.01
10000,5,sssp_duan_et_al,1.8759682799999995,50000,n10000k5.00i0,False,403.01
10000,5,sssp_duan_et_al,1.8843142000000004,50000,n10000k5.00i0,False,403.01
10000,5,dijkstra,0.15639651999999948,50000,n10000k5.00i1,False,398.96
10000,5,dijkstra,0.1596334000000006,50000,n10000k5.00i1,False,398.96
10000,5,dijkstra,0.16024663999999866,50000,n10000k5.00i1,False,398.96
10000,5,dijkstra,0.16080596000000114,50000,n10000k5.00i1,False,398.96
10000,5,dijkstra,0.15649643999999974,50000,n10000k5.00i1,False,398.96
10000,5,sssp_duan_et_al,1.8716235999999995,50000,n10000k5.00i1,False,398.96
10000,5,sssp_duan_et_al,1.93986956,50000,n10000k5.00i1,False,398.96
10000,5,sssp_duan_et_al,1.9268732799999988,50000,n10000k5.00i1,False,398.96
10000,5,sssp_duan_et_al,1.9050848800000004,50000,n10000k5.00i1,False,398.96
10000,5,sssp_duan_et_al,1.8815161200000006,50000,n10000k5.00i1,False,398.96
10000,5,dijkstra,0.1599066399999991,50000,n10000k5.00i2,False,403.81
10000,5,dijkstra,0.16598975999999865,50000,n10000k5.00i2,False,403.81
10000,5,dijkstra,0.1592936800000011,50000,n10000k5.00i2,False,403.81
10000,5,dijkstra,0.17402699999999882,50000,n10000k5.00i2,False,403.81
10000,5,dijkstra,0.16375719999999916,50000,n10000k5.00i2,False,403.81
10000,5,sssp_duan_et_al,2.016703679999999,50000,n10000k5.00i2,False,403.81
10000,5,sssp_duan_et_al,2.0092098000000007,50000,n10000k5.00i2,False,403.81
10000,5,sssp_duan_et_al,2.0100561999999975,50000,n10000k5.00i2,False,403.81
10000,5,sssp_duan_et_al,1.9766768799999994,50000,n10000k5.00i2,False,403.81
10000,5,sssp_duan_et_al,2.0129988800000014,50000,n10000k5.00i2,False,403.81
10000,5,dijkstra,0.16547432000000128,50000,n10000k5.00i3,False,402.89
10000,5,dijkstra,0.1600265200000024,50000,n10000k5.00i3,False,402.89
10000,5,dijkstra,0.1629723999999939,50000,n10000k5.00i3,False,402.89
10000,5,dijkstra,0.16471512000000388,50000,n10000k5.00i3,False,402.89
10000,5,dijkstra,0.16999904000000043,50000,n10000k5.00i3,False,402.89
10000,5,sssp_duan_et_al,2.0075678800000034,50000,n10000k5.00i3,False,402.89
10000,5,sssp_duan_et_al,1.9918491999999972,50000,n10000k5.00i3,False,402.89
10000,5,sssp_duan_et_al,1.9867465999999965,50000,n10000k5.00i3,False,402.89
10000,5,sssp_duan_et_al,1.9753422399999963,50000,n10000k5.00i3,False,402.89
