arquivo,num_vertices,num_edges,algorithm,execution_time,repetition,fully_reachable,explored_percentage
USA-road-d.BAY.gr.gz,321270,800172,dijkstra,1.6105100799999996,0,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,dijkstra,1.5654995999999999,1,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,dijkstra,1.6142984400000007,2,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,dijkstra,1.571694840000001,3,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,dijkstra,1.61663916,4,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,sssp_duan_et_al,18.8328178,0,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,sssp_duan_et_al,19.13703332,1,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,sssp_duan_et_al,19.050720440000006,2,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,sssp_duan_et_al,19.250460560000008,3,False,171.75989043483673
USA-road-d.BAY.gr.gz,321270,800172,sssp_duan_et_al,19.159823919999994,4,False,171.75989043483673
USA-road-d.CAL.gr.gz,1890815,4657742,dijkstra,10.330543399999982,0,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,dijkstra,10.082484240000014,1,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,dijkstra,10.267103719999994,2,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,dijkstra,10.236721640000013,3,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,dijkstra,10.41145591999998,4,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,sssp_duan_et_al,132.33903323999996,0,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,sssp_duan_et_al,134.37016907999998,1,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,sssp_duan_et_al,134.1167742,2,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,sssp_duan_et_al,133.38446636000003,3,False,166.0651094898232
USA-road-d.CAL.gr.gz,1890815,4657742,sssp_duan_et_al,134.2661599600001,4,False,166.0651094898232
USA-road-d.COL.gr.gz,435666,1057066,dijkstra,2.078194960000019,0,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,dijkstra,2.049035480000043,1,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,dijkstra,2.1019493199999033,2,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,dijkstra,2.0643634000000475,3,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,dijkstra,2.0875156399999923,4,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,sssp_duan_et_al,25.550641799999994,0,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,sssp_duan_et_al,25.98365463999994,1,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,sssp_duan_et_al,26.027456160000042,2,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,sssp_duan_et_al,25.98336487999984,3,False,161.4890764943787
USA-road-d.COL.gr.gz,435666,1057066,sssp_duan_et_al,26.146666400000186,4,False,161.4890764943787
USA-road-d.FLA.gr.gz,1070376,2712798,dijkstra,5.489290879999999,0,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,dijkstra,5.4005831599999965,1,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,dijkstra,5.719164159999991,2,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,dijkstra,5.4853231199999755,3,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,dijkstra,5.659573919999957,4,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,sssp_duan_et_al,78.92406624,0,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,sssp_duan_et_al,80.50337992000004,1,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,sssp_duan_et_al,80.34910760000002,2,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,sssp_duan_et_al,80.64921435999986,3,False,173.05096526827955
USA-road-d.FLA.gr.gz,1070376,2712798,sssp_duan_et_al,80.61040079999998,4,False,173.05096526827955
USA-road-d.NE.gr.gz,1524453,3897636,dijkstra,9.899951679999958,0,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,dijkstra,9.862663760000032,1,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,dijkstra,9.916433000000097,2,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,dijkstra,9.780923679999887,3,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,dijkstra,9.87190459999988,4,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,sssp_duan_et_al,110.63833268000008,0,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,sssp_duan_et_al,114.01887968000005,1,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,sssp_duan_et_al,113.30386584000007,2,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,sssp_duan_et_al,113.04535099999998,3,False,174.5282406213901
USA-road-d.NE.gr.gz,1524453,3897636,sssp_duan_et_al,112.25112915999989,4,False,174.5282406213901
USA-road-d.NW.gr.gz,1207945,2840208,dijkstra,5.958591319999869,0,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,dijkstra,5.8057896000000255,1,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,dijkstra,6.072645960000045,2,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,dijkstra,5.851237519999813,3,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,dijkstra,5.991382359999989,4,False,158.47940096610358
